37.16;3;20;11.5;0;3.06
30;3;19;11;0;3.06
34.555;20;124.4;72.2;0;3.06
17.278;124.4;134.6;129.5;0;3.06
141.74;0;20;12.4;0;3.06
739.88;20;124.4;72.2;0;3.06
72.287;124.4;134.6;127.868;0;3.06
0.000;112.400;124.400;118.400;0.000;0.000
0.000;99.200;112.400;105.800;0.000;0.000
0.000;86.000;99.200;92.600;0.000;0.000
0.000;72.800;86.000;79.400;0.000;0.000
0.000;59.600;72.800;66.200;0.000;0.000
0.000;46.400;59.600;53.000;0.000;0.000
0.000;33.200;46.400;39.800;0.000;0.000
0.000;20.000;33.200;26.600;0.000;0.000
0.000;3.000;6.500;4.750;-0.147;-0.003
7.784;3.000;6.500;5.120;1.587;1.531
1.598;129.100;130.250;129.651;3.559;2.732
3.230;128.100;130.250;129.116;-3.758;2.692
33.956;6.500;16.500;12.007;-4.680;2.150
33.956;6.500;16.500;12.007;4.680;2.150
12.148;124.400;127.600;125.765;-4.490;2.224
12.148;124.400;127.600;125.765;4.490;2.224
8.520;18.500;20.000;19.251;-4.816;1.682
8.520;18.500;20.000;19.251;4.816;1.682
0.884;128.100;128.600;128.349;4.039;2.634
2.481;17.000;17.500;17.250;-4.795;1.726
2.481;17.000;17.500;17.250;4.795;1.726
0.222;124.400;126.600;125.500;-1.235;0.038
0.210;124.400;126.600;125.500;1.235;0.038
0.223;9.500;11.000;10.250;0.000;0.040
0.312;7.500;9.500;8.533;0.000;0.042
0.000;130.250;134.600;132.425;0.000;1.600
0.000;130.250;133.600;131.925;0.000;0.000
0.000;124.400;130.250;127.325;-0.029;0.000
0.000;0.000;3.000;1.500;0.000;1.171
0.000;20.000;124.400;72.200;0.000;0.750
35.000;121.886;124.324;123.105;0.000;3.450
39.500;119.383;121.821;120.602;0.000;3.450
169.000;113.260;119.318;116.289;0.000;3.450
170.000;107.087;113.145;110.116;0.000;3.450
170.000;100.914;106.972;103.943;0.000;3.450
170.000;94.741;100.799;97.770;0.000;3.450
150.000;88.383;94.441;91.412;0.000;3.450
140.000;82.210;88.268;85.239;0.000;3.450
142.000;76.037;82.095;79.066;0.000;3.450
140.000;69.864;75.922;72.893;0.000;3.450
150.000;63.506;69.564;66.535;0.000;3.450
160.000;57.333;63.391;60.362;0.000;3.450
160.000;51.160;57.218;54.189;0.000;3.450
160.000;44.987;51.045;48.016;0.000;3.450
170.000;38.629;44.687;41.658;0.000;3.450
170.500;32.456;38.514;35.485;0.000;3.450
170.000;26.283;32.341;29.312;0.000;3.450
170.000;20.110;26.168;23.139;0.000;3.450
2.973;16.500;17.000;16.751;-4.788;1.747
2.973;16.500;17.000;16.751;4.788;1.747
