2250.0 3.905188569156724e-12 0.0 2.25 13.798741981728403 214.87583338888928 223.92290859283912 0.0 0.0 4.398093000901326e-12 
2250.0 3.905188569156724e-12 0.0 2.25 13.798741981728403 214.87583338888928 223.92290859283912 0.0 0.0 4.398093000901326e-12 
2250.0 3.905188569156724e-12 0.0 2.25 13.798741981728403 214.87583338888928 223.92290859283912 0.0 0.0 4.398093000901326e-12 
2250.0 3.905188569156724e-12 0.0 2.25 13.798741981728403 214.87583338888928 223.92290859283912 0.0 0.0 4.398093000901326e-12 
2250.0 3.905188569156724e-12 0.0 2.25 13.798741981728403 214.87583338888928 223.92290859283912 0.0 0.0 4.398093000901326e-12 
2137.5 1.2505847953253557 0.0 2.25 13.798741981728421 191.438256784121 200.48533198807203 0.0 0.0 -0.07336089812590867 
1912.5 3.7519607843170517 0.0 2.25 13.798741981728428 153.9380488829292 162.98512408687904 0.0 0.0 -0.08052089082167882 
1687.5 6.258706666666275 0.0 2.25 13.79874198172838 120.60362475048854 129.65069995443932 0.0 0.0 -0.08396144921855199 
1462.5 8.760986324785963 0.0 2.25 13.798741981728364 91.43634133345437 100.4834165374048 0.0 0.0 -0.09582082169499784 
1237.5 11.259090909090558 0.0 2.25 13.79874198172839 66.43634991781464 75.48342512176485 0.0 0.0 -0.11762267115640124 
1012.5 13.763580246913353 0.0 2.25 13.798741981728407 45.60141218785195 54.64848739180301 0.0 0.0 -0.1409830513643882 
787.5 16.2756412698411 0.0 2.25 13.798741981728385 28.929833267236017 37.97690847118682 0.0 0.0 -0.1720596447581709 
562.5 18.788342222222173 0.0 2.25 13.798741981728393 16.42063240378269 25.467707607733317 0.0 0.0 -0.23813329141295253 
337.5 21.317977777778367 0.0 2.25 13.798741981728394 8.052972885678582 17.100048089629198 0.0 0.0 -0.39230513360702 
112.5 23.96615555555575 0.0 2.25 13.79874198172839 3.444667724197135 12.491742928147751 0.0 0.0 -1.1631643445813975 
0 38.75 4.386066270124075e-18 1.1249135802469137 2.5104606758766552 25.546903439351194 27.61267193240706 0.0 0.0 1.1184468988816392e-15 
0 41.25 -5.482582837655094e-18 1.1249135802469135 3.1396976299674675 19.425937912126013 22.009483037541717 0.0 0.0 -1.858595581965077e-15 
0 43.75 7.310110450206793e-18 1.1249135802469135 4.190614388795661 13.393683834373093 16.84199085391958 0.0 0.0 2.1711028037114174e-15 
0 46.25 0.0 1.1249135802469135 6.305143124567713 7.594505468293513 12.782782718002597 0.0 0.0 1.4419192863032898e-15 
0 48.75 0.0 1.1249135802469135 12.532922529815576 2.67251393697607 12.9854085928395 0.0 0.0 -4.0571112998647694e-16 
